UID,nodeid,datestamp,timestamp,tempF,ppm1,ppm2,ppm3,lat,long,owner,nodeid_name
636,2,9/12/2021,11:00:00,76,0.022,0.0011,0.00127,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
637,2,9/12/2021,12:00:00,89,0.012,0.0046,0.00166,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
638,2,9/12/2021,13:00:00,63,0.024,0.0017,0.00849,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
639,2,9/12/2021,14:00:00,52,0.054,0.0019,0.00353,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
640,2,9/12/2021,15:00:00,83,0.07,0.006,0.00496,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
641,2,9/12/2021,16:00:00,85,0.031,0.0082,0.0064,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
642,2,9/12/2021,17:00:00,61,0.013,0.0046,0.00629,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
643,2,9/12/2021,18:00:00,82,0.027,0.0072,0.00199,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
644,2,9/12/2021,19:00:00,66,0.019,0.0045,0.00436,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
645,2,9/12/2021,20:00:00,73,0.012,0.0089,0.00241,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
646,2,9/12/2021,21:00:00,53,0.041,0.0041,0.00153,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
647,2,9/12/2021,22:00:00,78,0.049,0.0044,0.00354,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
648,2,9/12/2021,23:00:00,84,0.013,0.0063,0.00304,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
649,2,9/13/2021,0:00:00,86,0.04,0.0043,0.00311,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
650,2,9/13/2021,1:00:00,77,0.059,0.0076,0.00284,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
651,2,9/13/2021,2:00:00,74,0.009,0.0072,0.0084,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
652,2,9/13/2021,3:00:00,74,0.069,0.0013,0.00132,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
653,2,9/13/2021,4:00:00,78,0.045,0.0042,0.00706,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
654,2,9/13/2021,5:00:00,53,0.073,0.0029,0.00026,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
655,2,9/13/2021,6:00:00,77,0.053,0.0032,0.00523,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
656,2,9/13/2021,7:00:00,63,0.018,0.0022,0.00689,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
657,2,9/13/2021,8:00:00,85,0.02,0.0046,0.0034,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
658,2,9/13/2021,9:00:00,71,0.06,0.0064,0.00487,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
659,2,9/13/2021,10:00:00,53,0.07,0.0083,0.00733,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
660,2,9/13/2021,11:00:00,84,0.009,0.0063,0.00554,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
661,2,9/13/2021,12:00:00,85,0.043,0.0043,0.00522,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
662,2,9/13/2021,13:00:00,76,0.024,0.0087,0.00664,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
663,2,9/13/2021,14:00:00,53,0.007,0.0048,0.00663,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
664,2,9/13/2021,15:00:00,80,0.023,0.0058,0.00471,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
665,2,9/13/2021,16:00:00,69,0.04,0.0039,0.0074,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
666,2,9/13/2021,17:00:00,61,0.065,0.0045,0.00832,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
667,2,9/13/2021,18:00:00,84,0.045,0.0064,0.00285,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
668,2,9/13/2021,19:00:00,53,0.034,0.0063,0.00663,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
669,2,9/13/2021,20:00:00,89,0.013,0.0002,0.0072,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
670,2,9/13/2021,21:00:00,63,0.006,0.0039,0.00232,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
671,2,9/13/2021,22:00:00,59,0.025,0.0021,0.00389,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
672,2,9/13/2021,23:00:00,80,0.019,0.0085,0.00865,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
673,2,9/14/2021,0:00:00,63,0.025,0.0001,0.0084,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
674,2,9/14/2021,1:00:00,53,0.06,0.0037,0.00246,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
675,2,9/14/2021,2:00:00,76,0.032,0.0007,0.0028,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
676,2,9/14/2021,3:00:00,60,0.065,0.0025,0.00262,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
677,2,9/14/2021,4:00:00,75,0.075,0.0053,0.00256,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
678,2,9/14/2021,5:00:00,86,0.034,0.009,0.0041,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
679,2,9/14/2021,6:00:00,85,0.029,0.0006,0.00229,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
680,2,9/14/2021,7:00:00,57,0.054,0.0016,0.00317,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
681,2,9/14/2021,8:00:00,61,0.013,0.0063,0.00467,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
682,2,9/14/2021,9:00:00,74,0.006,0.0086,0.00604,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
683,2,9/14/2021,10:00:00,64,0.067,0.0066,0.00505,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
684,2,9/14/2021,11:00:00,65,0.009,0.0084,0.00888,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
685,2,9/14/2021,12:00:00,86,0.019,0.0015,0.00291,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
686,2,9/14/2021,13:00:00,76,0.004,0.0004,0.00701,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
687,2,9/14/2021,14:00:00,69,0.019,0.0078,0.00228,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
688,2,9/14/2021,15:00:00,61,0.023,0.0077,0.00332,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
689,2,9/14/2021,16:00:00,78,0.022,0.002,0.00884,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
690,2,9/14/2021,17:00:00,67,0.038,0.008,0.00336,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
691,2,9/14/2021,18:00:00,82,0.004,0.0033,0.00198,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
692,2,9/14/2021,19:00:00,51,0.024,0.0062,0.00491,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
693,2,9/14/2021,20:00:00,84,0.003,0.002,0.00536,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
694,2,9/14/2021,21:00:00,85,0.04,0.008,0.00637,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
695,2,9/14/2021,22:00:00,80,0.004,0.0011,0.00471,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
696,2,9/14/2021,23:00:00,82,0.028,0.0081,0.00012,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
697,2,9/15/2021,0:00:00,83,0.038,0.0068,0.00139,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
698,2,9/15/2021,1:00:00,50,0.024,0.0052,0.00125,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
699,2,9/15/2021,2:00:00,67,0.006,0.0009,0.00554,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
700,2,9/15/2021,3:00:00,52,0.036,0.0081,0.00876,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
701,2,9/15/2021,4:00:00,57,0.015,0.0014,0.00668,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
702,2,9/15/2021,5:00:00,73,0.002,0.0067,0.00316,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
703,2,9/15/2021,6:00:00,75,0.059,0.0059,0.00879,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
704,2,9/15/2021,7:00:00,51,0.036,0.0073,0.00022,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
705,2,9/15/2021,8:00:00,85,0.068,0.0045,0.00362,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
706,2,9/15/2021,9:00:00,61,0.029,0.0082,0.00088,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
707,2,9/15/2021,10:00:00,82,0.023,0.0016,0.00189,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
708,2,9/15/2021,11:00:00,61,0.033,0.0015,0.00574,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
709,2,9/15/2021,12:00:00,53,0.019,0.0068,0.00473,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
710,2,9/15/2021,13:00:00,82,0.01,0.0015,0.00115,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
711,2,9/15/2021,14:00:00,85,0.033,0.004,0.00804,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
712,2,9/15/2021,15:00:00,59,0.055,0.0008,0.00235,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
713,2,9/15/2021,16:00:00,51,0.062,0.0049,0.00464,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
714,2,9/15/2021,17:00:00,62,0.02,0.0066,0.00681,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
715,2,9/15/2021,18:00:00,56,0.042,0.0077,0.00752,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
716,2,9/15/2021,19:00:00,90,0.037,0.0015,0.00036,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
717,2,9/15/2021,20:00:00,60,0.047,0.0016,0.00875,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
718,2,9/15/2021,21:00:00,60,0.05,0.0035,0.00614,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
719,2,9/15/2021,22:00:00,76,0.052,0.0068,0.0079,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
720,2,9/15/2021,23:00:00,52,0.045,0.0002,0.00319,47.24361,-93.51368,Robert J Elkington Middle School,RJEMS_0_4536
721,3,9/1/2021,0:00:00,56,0.014,0.0017,0.00784,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
722,3,9/1/2021,1:00:00,74,0.054,0.0056,0.00203,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
723,3,9/1/2021,2:00:00,61,0.011,0.0074,0.00345,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
724,3,9/1/2021,3:00:00,75,0.027,0.0067,0.0083,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
725,3,9/1/2021,4:00:00,83,0.014,0.0084,0.00544,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
726,3,9/1/2021,5:00:00,89,0.013,0.0072,0.00101,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
727,3,9/1/2021,6:00:00,75,0.041,0.0052,0.00307,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
728,3,9/1/2021,7:00:00,60,0.023,0.0004,0.00357,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
729,3,9/1/2021,8:00:00,80,0.02,0.0002,0.0047,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
730,3,9/1/2021,9:00:00,81,0.057,0.006,0.00266,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
731,3,9/1/2021,10:00:00,51,0.063,0.0052,0.00457,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
732,3,9/1/2021,11:00:00,50,0.021,0.0086,0.00782,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
733,3,9/1/2021,12:00:00,72,0.055,0.0048,0.00627,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
734,3,9/1/2021,13:00:00,56,0.074,0.0027,0.00615,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
735,3,9/1/2021,14:00:00,65,0.028,0.0007,0.00622,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
736,3,9/1/2021,15:00:00,86,0.017,0.0055,0.00065,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
737,3,9/1/2021,16:00:00,62,0.019,0.0041,0.00644,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
738,3,9/1/2021,17:00:00,75,0.071,0.0075,0.00275,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
739,3,9/1/2021,18:00:00,87,0.039,0.0028,0.00296,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
740,3,9/1/2021,19:00:00,63,0.06,0.0076,0.00149,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
741,3,9/1/2021,20:00:00,50,0.001,0.0008,0.0019,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
742,3,9/1/2021,21:00:00,86,0.023,0.0019,0.00201,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
743,3,9/1/2021,22:00:00,62,0.026,0.0085,0.00291,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
744,3,9/1/2021,23:00:00,50,0.073,0.0055,0.00337,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
745,3,9/2/2021,0:00:00,69,0.064,0.0002,0.00517,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
746,3,9/2/2021,1:00:00,62,0.034,0.004,0.00248,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
747,3,9/2/2021,2:00:00,87,0.031,0.0079,0.00808,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
748,3,9/2/2021,3:00:00,67,0.033,0.0012,0.00612,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
749,3,9/2/2021,4:00:00,89,0.058,0.0077,0.0013,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
750,3,9/2/2021,5:00:00,61,0.042,0.0069,0.00239,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
751,3,9/2/2021,6:00:00,87,0.033,0.003,0.00049,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
752,3,9/2/2021,7:00:00,66,0.018,0.0007,0.00551,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
753,3,9/2/2021,8:00:00,59,0.021,0.0032,0.00879,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
754,3,9/2/2021,9:00:00,78,0.011,0.0024,0.00571,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
755,3,9/2/2021,10:00:00,63,0.034,0.0086,0.00326,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
756,3,9/2/2021,11:00:00,71,0.073,0.0014,0.00062,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
757,3,9/2/2021,12:00:00,61,0.031,0.0067,0.00499,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
758,3,9/2/2021,13:00:00,78,0.031,0.0063,0.00521,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
759,3,9/2/2021,14:00:00,75,0.021,0.0062,0.00169,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
760,3,9/2/2021,15:00:00,78,0.055,0.0046,0.00013,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
761,3,9/2/2021,16:00:00,66,0.013,0.0014,0.0047,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
762,3,9/2/2021,17:00:00,83,0.048,0.0042,0.0064,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
763,3,9/2/2021,18:00:00,84,0.016,0.0062,0.00027,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
764,3,9/2/2021,19:00:00,80,0.057,0.0032,0.00419,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
765,3,9/2/2021,20:00:00,79,0.065,0.0017,0.00346,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
766,3,9/2/2021,21:00:00,70,0.044,0.0054,0.0089,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
767,3,9/2/2021,22:00:00,51,0.027,0.0011,0.00489,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
768,3,9/2/2021,23:00:00,66,0.055,0.0004,0.00032,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
769,3,9/3/2021,0:00:00,88,0.054,0.0032,0.00727,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
770,3,9/3/2021,1:00:00,85,0.034,0.0085,0.00265,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
771,3,9/3/2021,2:00:00,50,0.044,0.0007,0.00387,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
772,3,9/3/2021,3:00:00,85,0.075,0.0083,0.00847,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
773,3,9/3/2021,4:00:00,57,0.055,0.0055,0.00361,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
774,3,9/3/2021,5:00:00,75,0.012,0.0032,0.00422,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
775,3,9/3/2021,6:00:00,57,0.061,0.0086,0.00306,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
776,3,9/3/2021,7:00:00,87,0.006,0.0017,0.00092,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
777,3,9/3/2021,8:00:00,64,0.011,0.0088,0.00509,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
778,3,9/3/2021,9:00:00,88,0.016,0.0041,0.00809,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
779,3,9/3/2021,10:00:00,53,0.029,0.0086,0.0014,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
780,3,9/3/2021,11:00:00,66,0.014,0.0036,0.00449,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
781,3,9/3/2021,12:00:00,86,0.01,0.0066,0.00312,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
782,3,9/3/2021,13:00:00,77,0.013,0.0085,0.00055,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
783,3,9/3/2021,14:00:00,59,0.011,0.0002,0.00705,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
784,3,9/3/2021,15:00:00,89,0.008,0.0075,0.00508,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
785,3,9/3/2021,16:00:00,80,0.042,0.007,0.00572,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
786,3,9/3/2021,17:00:00,62,0.034,0.0036,0.00797,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
787,3,9/3/2021,18:00:00,87,0.046,0.0048,0.00812,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
788,3,9/3/2021,19:00:00,60,0.056,0.0069,0.00609,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
789,3,9/3/2021,20:00:00,83,0.038,0.0017,0.00379,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
790,3,9/3/2021,21:00:00,61,0.01,0.0022,0.00696,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
791,3,9/3/2021,22:00:00,83,0.009,0.0053,0.00057,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
792,3,9/3/2021,23:00:00,69,0.064,0.0048,0.00588,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
793,3,9/4/2021,0:00:00,83,0.011,0.004,0.00716,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
794,3,9/4/2021,1:00:00,88,0.001,0.0079,0.00636,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
795,3,9/4/2021,2:00:00,65,0.008,0.009,0.00441,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
796,3,9/4/2021,3:00:00,64,0.052,0.006,0.00223,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
797,3,9/4/2021,4:00:00,78,0.008,0.0038,0.00282,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
798,3,9/4/2021,5:00:00,81,0.027,0.0038,0.00344,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
799,3,9/4/2021,6:00:00,69,0.055,0.0069,0.00687,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
800,3,9/4/2021,7:00:00,56,0.054,0.004,0.00249,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
801,3,9/4/2021,8:00:00,88,0.011,0.0031,0.00072,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
802,3,9/4/2021,9:00:00,59,0.056,0.0021,0.00834,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
803,3,9/4/2021,10:00:00,56,0.026,0.0032,0.00413,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
804,3,9/4/2021,11:00:00,52,0.027,0.0085,0.00605,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
805,3,9/4/2021,12:00:00,56,0.041,0.0087,0.00687,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
806,3,9/4/2021,13:00:00,88,0.009,0.0077,0.00544,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
807,3,9/4/2021,14:00:00,66,0.007,0.0021,0.00354,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
808,3,9/4/2021,15:00:00,52,0.001,0.0082,0.0076,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
809,3,9/4/2021,16:00:00,89,0.038,0.009,0.0036,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
810,3,9/4/2021,17:00:00,81,0.008,0.0079,0.00369,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
811,3,9/4/2021,18:00:00,69,0.009,0.0086,0.00158,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
812,3,9/4/2021,19:00:00,60,0.007,0.0001,0.00512,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
813,3,9/4/2021,20:00:00,75,0.004,0.005,0.00599,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
814,3,9/4/2021,21:00:00,58,0.049,0.0037,0.00847,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
815,3,9/4/2021,22:00:00,76,0.056,0.0033,0.00339,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
816,3,9/4/2021,23:00:00,57,0.075,0.0044,0.00014,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
817,3,9/5/2021,0:00:00,86,0.001,0.0085,0.00199,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
818,3,9/5/2021,1:00:00,53,0.073,0.0021,0.00832,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
819,3,9/5/2021,2:00:00,81,0.038,0.0027,0.00429,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
820,3,9/5/2021,3:00:00,77,0.014,0.0064,0.00863,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
821,3,9/5/2021,4:00:00,50,0.008,0.0048,0.00889,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
822,3,9/5/2021,5:00:00,90,0.004,0.0068,0.00709,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
823,3,9/5/2021,6:00:00,79,0.002,0.0087,0.00155,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
824,3,9/5/2021,7:00:00,62,0.035,0.0007,0.00032,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
825,3,9/5/2021,8:00:00,71,0.043,0.0042,0.00853,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
826,3,9/5/2021,9:00:00,60,0.045,0.006,0.00523,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
